# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1700030429.68712 -8.337783 3.108306 0.095295 -0.018120 0.012375 0.845944 0.532821 0.0000612146 0.0000029507 -0.0000150561 0.0000829554 0.0000046423 0.0005507159 0.0207851221 0.0138317057 0.0037496043 0.0396325988 0.0005011655 0.0129408323
1700030429.75377 -8.352639 3.159815 0.091202 -0.017716 0.011643 0.837956 0.545326 0.0000612460 0.0000023291 -0.0000147207 0.0000830710 0.0000038101 0.0005518446 0.0209573788 0.0140728756 0.0037468579 0.0397993237 0.0004908456 0.0129695381
1700030429.82043 -8.366392 3.190999 0.082895 -0.009275 0.013065 0.827782 0.560821 0.0000608058 0.0000013982 -0.0000099011 0.0000834764 0.0000100991 0.0005523712 0.0211142062 0.0142862929 0.0037522481 0.0398700127 0.0004985976 0.0129849607
1700030429.88709 -8.384329 3.222788 0.075915 -0.010216 0.019939 0.818545 0.574005 0.0000613331 0.0000005461 -0.0000141345 0.0000843962 0.0000139488 0.0005534116 0.0211814645 0.0143816597 0.0037578985 0.0400544299 0.0004938124 0.0130234074
1700030429.95375 -8.400591 3.248648 0.073001 -0.005264 0.022951 0.812677 0.582238 0.0000601948 0.0000012334 -0.0000132790 0.0000837404 0.0000176875 0.0005484598 0.0212992322 0.0144755107 0.0037703375 0.0401606684 0.0004817218 0.0130693436
1700030430.02042 -8.450061 3.284615 0.077492 -0.021213 0.014862 0.808442 0.588006 0.0000603294 0.0000002781 -0.0000191796 0.0000812275 0.0000054496 0.0005480502 0.0213938056 0.0146093190 0.0037734057 0.0403863964 0.0005088157 0.0130995181
1700030430.08710 -8.463079 3.308236 0.086185 -0.018875 0.006959 0.808792 0.587751 0.0000593312 0.0000003520 -0.0000135528 0.0000799606 0.0000006325 0.0005486169 0.0214769303 0.0148205798 0.0037593374 0.0406872335 0.0005031330 0.0130867797
1700030430.15377 -8.473216 3.351123 0.112244 -0.014794 0.000735 0.809902 0.586379 0.0000586875 0.0000005443 -0.0000048078 0.0000784423 -0.0000030536 0.0005459863 0.0215083408 0.0149182276 0.0037545661 0.0406515092 0.0005041489 0.0130547825
1700030430.22046 -8.487360 3.393892 0.105785 -0.011553 0.000185 0.806319 0.591368 0.0000587491 0.0000003275 -0.0000035084 0.0000780104 -0.0000020643 0.0005467011 0.0216900461 0.0151478219 0.0037636425 0.0407404846 0.0004943942 0.0130723740
1700030430.28700 -8.502462 3.443947 0.097745 -0.011475 0.002094 0.804539 0.593785 0.0000588780 0.0000001926 -0.0000047169 0.0000775273 -0.0000006491 0.0005474897 0.0218531653 0.0153677074 0.0037567233 0.0408903419 0.0004978406 0.0130927894
1700030430.35313 -8.512604 3.489614 0.106717 -0.010052 0.011139 0.802629 0.596289 0.0000591610 -0.0000000587 -0.0000102304 0.0000771530 0.0000072554 0.0005478285 0.0220595118 0.0156231242 0.0037557406 0.0409767397 0.0005033507 0.0131138427
1700030430.41941 -8.525634 3.539665 0.117924 -0.010864 0.006557 0.798610 0.601716 0.0000591484 -0.0000003199 -0.0000074051 0.0000773679 0.0000029103 0.0005490198 0.0222144676 0.0158016114 0.0037790457 0.0410573957 0.0004981088 0.0131511521
1700030430.48569 -8.550677 3.581240 0.106140 -0.009870 0.020904 0.798274 0.601851 0.0000595581 -0.0000007385 -0.0000146716 0.0000768188 0.0000147471 0.0005487863 0.0223868713 0.0160233812 0.0037719471 0.0411877063 0.0004745028 0.0131594950
1700030430.55197 -8.568186 3.624644 0.106673 -0.009136 0.022028 0.799796 0.599797 0.0000597761 -0.0000008203 -0.0000151926 0.0000762087 0.0000154120 0.0005497084 0.0225199725 0.0162389391 0.0037622889 0.0415366938 0.0004635234 0.0131949306
1700030430.61824 -8.595900 3.690456 0.082729 -0.025203 0.014566 0.800373 0.598796 0.0000604259 -0.0000004110 -0.0000219618 0.0000753707 0.0000006910 0.0005507451 0.0226896265 0.0164617631 0.0037585612 0.0417395252 0.0004486771 0.0132242803
1700030430.68450 -8.608495 3.718899 0.096751 -0.022483 0.006179 0.802268 0.596508 0.0000600013 -0.0000000645 -0.0000156415 0.0000751713 -0.0000038079 0.0005522475 0.0229480504 0.0167758154 0.0037564135 0.0418573319 0.0004778889 0.0132508252
1700030430.75076 -8.614970 3.748101 0.105714 -0.022566 -0.000185 0.802225 0.596596 0.0000599023 0.0000000673 -0.0000120635 0.0000756109 -0.0000083137 0.0005534939 0.0230297161 0.0168381804 0.0037801917 0.0417869505 0.0004922625 0.0132599753
1700030430.81702 -8.617864 3.790422 0.106582 -0.018104 -0.000689 0.798748 0.601393 0.0000601836 -0.0000001298 -0.0000085470 0.0000761184 -0.0000063573 0.0005551121 0.0231958722 0.0169630137 0.0038070754 0.0418608057 0.0004881226 0.0133215735
1700030430.88327 -8.621355 3.836481 0.101600 -0.017664 -0.000624 0.796785 0.604004 0.0000606021 -0.0000001626 -0.0000081994 0.0000766838 -0.0000060591 0.0005565512 0.0234831825 0.0171477351 0.0038443855 0.0419976450 0.0004839058 0.0134487863
1700030430.94951 -8.651734 3.878199 0.098382 -0.013249 0.007056 0.794947 0.606494 0.0000604076 -0.0000003355 -0.0000090103 0.0000760576 0.0000030200 0.0005579540 0.0235645622 0.0173647411 0.0037892190 0.0418908906 0.0004759566 0.0133309903
1700030431.01575 -8.659077 3.923958 0.101174 -0.009828 0.006982 0.791405 0.611173 0.0000606043 -0.0000003659 -0.0000068275 0.0000765072 0.0000042610 0.0005594081 0.0237150380 0.0175901606 0.0038032992 0.0423041663 0.0004389794 0.0133964679
1700030431.08198 -8.683817 3.964659 0.088988 -0.011696 0.016827 0.790833 0.611688 0.0000611903 -0.0000004850 -0.0000139887 0.0000770718 0.0000111695 0.0005603243 0.0238858068 0.0177780639 0.0038026221 0.0424758543 0.0003813196 0.0134378243
1700030431.14821 -8.702181 4.004459 0.086418 -0.006348 0.022221 0.792378 0.609592 0.0000615852 -0.0000004847 -0.0000131193 0.0000780798 0.0000180931 0.0005614027 0.0240882879 0.0179773333 0.0038242217 0.0429320797 0.0003061856 0.0135785471
1700030431.21443 -8.707517 4.066979 0.111633 -0.015713 0.019997 0.791497 0.610643 0.0000618786 -0.0000007530 -0.0000190748 0.0000750273 0.0000103533 0.0005566102 0.0241556006 0.0182242666 0.0037817385 0.0430405275 0.0005108582 0.0134041726
1700030431.28084 -8.723413 4.116590 0.103508 -0.016801 0.014470 0.793693 0.607914 0.0000614453 -0.0000008196 -0.0000171339 0.0000732399 0.0000066316 0.0005565229 0.0243983318 0.0184588670 0.0037913908 0.0427344284 0.0004865100 0.0134167054
1700030431.34776 -8.725061 4.165558 0.140607 -0.022758 0.000133 0.792600 0.609317 0.0000613793 -0.0000003812 -0.0000127663 0.0000730657 -0.0000090865 0.0005572465 0.0245938882 0.0186837644 0.0037843454 0.0428527261 0.0004870749 0.0134279143
1700030431.41449 -8.735650 4.183243 0.153602 -0.010555 -0.001994 0.789832 0.613229 0.0000613099 -0.0000007519 -0.0000015554 0.0000731496 -0.0000021602 0.0005590399 0.0248236785 0.0188378746 0.0038190986 0.0427479671 0.0004625741 0.0134643957
1700030431.48122 -8.744067 4.219979 0.162711 -0.012417 -0.000667 0.786839 0.617033 0.0000618018 -0.0000007904 -0.0000033923 0.0000737015 -0.0000031394 0.0005604285 0.0249425126 0.0189139585 0.0038493482 0.0430117788 0.0004477708 0.0135545121
1700030431.54796 -8.773732 4.258511 0.109598 -0.010592 -0.000131 0.784203 0.620414 0.0000616522 -0.0000006838 -0.0000026417 0.0000732064 -0.0000012953 0.0005616684 0.0250287256 0.0191417004 0.0037962182 0.0429550006 0.0004586676 0.0134538453
1700030431.61471 -8.777292 4.323645 0.099536 -0.007046 0.007883 0.780528 0.625032 0.0000619676 -0.0000009387 -0.0000035320 0.0000720789 0.0000054746 0.0005589926 0.0252081956 0.0193674372 0.0037863134 0.0432127608 0.0004753905 0.0135080683
1700030431.68147 -8.793013 4.364932 0.120413 -0.010228 0.019326 0.779416 0.626125 0.0000624181 -0.0000012310 -0.0000130841 0.0000719217 0.0000130439 0.0005591646 0.0255042282 0.0196692145 0.0037775088 0.0432593479 0.0004794785 0.0135146742
1700030431.74822 -8.813201 4.409247 0.123574 -0.004835 0.019130 0.781715 0.623324 0.0000624879 -0.0000010582 -0.0000085760 0.0000721018 0.0000163456 0.0005601122 0.0256708415 0.0198459513 0.0038019209 0.0433893399 0.0004781613 0.0135469422
1700030431.81499 -8.816097 4.472400 0.118241 -0.006864 0.018634 0.782402 0.622457 0.0000624299 -0.0000011722 -0.0000121461 0.0000710394 0.0000137506 0.0005609690 0.0258749436 0.0200926159 0.0037976265 0.0435998478 0.0004786027 0.0135681323
1700030431.88176 -8.831953 4.520202 0.108551 -0.020621 0.015261 0.783482 0.620885 0.0000633494 -0.0000008892 -0.0000192514 0.0000712191 0.0000036530 0.0005622902 0.0261873573 0.0203520863 0.0038103055 0.0436418343 0.0004511924 0.0136295311
1700030431.94854 -8.841891 4.550216 0.129130 -0.017719 0.010040 0.782469 0.622356 0.0000630846 -0.0000008949 -0.0000141548 0.0000705176 0.0000019708 0.0005633176 0.0263788038 0.0205286319 0.0038140105 0.0436860690 0.0004413944 0.0136433740
1700030432.01532 -8.847116 4.596023 0.134721 -0.006958 0.007324 0.779446 0.626387 0.0000631616 -0.0000009727 -0.0000029433 0.0000707528 0.0000059946 0.0005645887 0.0264885065 0.0206357727 0.0038287708 0.0437852567 0.0004328911 0.0136569012
1700030432.08211 -8.858585 4.648261 0.123494 -0.009819 0.005716 0.775836 0.630833 0.0000635972 -0.0000009873 -0.0000042962 0.0000711048 0.0000031387 0.0005658084 0.0267500588 0.0208808424 0.0038295046 0.0439550075 0.0004494993 0.0136907907
1700030432.14890 -8.865875 4.701122 0.105786 -0.010956 0.005671 0.773439 0.633750 0.0000640030 -0.0000009016 -0.0000053546 0.0000715315 0.0000024277 0.0005669461 0.0270463392 0.0211734445 0.0038296338 0.0442280908 0.0004832882 0.0137310468
1700030432.21570 -8.880231 4.736918 0.117963 -0.007147 0.012364 0.771874 0.635616 0.0000632024 -0.0000012203 -0.0000065673 0.0000684895 0.0000106000 0.0005619784 0.0272560463 0.0214003100 0.0037955494 0.0438348743 0.0005080195 0.0136749685
1700030432.28228 -8.885082 4.790800 0.132748 -0.006154 0.017657 0.769922 0.637864 0.0000631884 -0.0000013352 -0.0000094943 0.0000692351 0.0000158564 0.0005623058 0.0274142476 0.0215695905 0.0038182775 0.0440000401 0.0004947608 0.0137155699
1700030432.34879 -8.909177 4.831579 0.121224 -0.010357 0.019535 0.772027 0.635205 0.0000634123 -0.0000013124 -0.0000136630 0.0000692475 0.0000143624 0.0005634190 0.0276505816 0.0218037439 0.0038139023 0.0440882995 0.0004846298 0.0137246981
1700030432.41594 -8.919617 4.870925 0.127294 -0.010266 0.021476 0.774050 0.632676 0.0000636820 -0.0000013735 -0.0000155319 0.0000694345 0.0000150274 0.0005645936 0.0278482973 0.0220529177 0.0038053018 0.0443675016 0.0004947559 0.0137559138
1700030432.48310 -8.941163 4.920402 0.117413 -0.019866 0.015853 0.774618 0.631918 0.0000643487 -0.0000009727 -0.0000184965 0.0000693667 0.0000053587 0.0005661620 0.0280611454 0.0222549060 0.0038069933 0.0444535001 0.0004981394 0.0137730218
1700030432.55026 -8.958964 4.962219 0.123946 -0.018284 0.007759 0.775326 0.631249 0.0000642767 -0.0000008242 -0.0000123170 0.0000697221 0.0000000808 0.0005679876 0.0283157156 0.0225000180 0.0038209811 0.0446210500 0.0004914074 0.0138267799
1700030432.61743 -8.946961 4.994147 0.129321 -0.011802 -0.000033 0.773942 0.633147 0.0000642355 -0.0000008220 -0.0000030509 0.0000699897 -0.0000024192 0.0005695990 0.0284975914 0.0226772228 0.0038293832 0.0447229323 0.0004868051 0.0138486202
1700030432.68461 -8.943886 5.032880 0.124419 -0.008961 0.001097 0.770375 0.637527 0.0000647562 -0.0000008605 -0.0000008065 0.0000704970 0.0000008583 0.0005710579 0.0287129004 0.0227378651 0.0038517063 0.0445720224 0.0004793373 0.0139022972
1700030432.75179 -8.942205 5.075079 0.114104 -0.010771 -0.000089 0.768300 0.639999 0.0000652938 -0.0000008525 -0.0000014137 0.0000710275 -0.0000011801 0.0005724936 0.0290466329 0.0228969567 0.0038873877 0.0446844731 0.0004680063 0.0140399047
1700030432.81898 -8.968093 5.127602 0.123040 -0.008021 0.007137 0.766251 0.642452 0.0000651539 -0.0000008547 -0.0000035479 0.0000710787 0.0000068475 0.0005737997 0.0291974492 0.0230595893 0.0038614159 0.0445685151 0.0004285167 0.0139471164
1700030432.88617 -8.973009 5.171929 0.126546 -0.006655 0.007594 0.762089 0.647394 0.0000654492 -0.0000009678 -0.0000034758 0.0000713912 0.0000075421 0.0005751772 0.0295252280 0.0233525637 0.0039063401 0.0448897199 0.0004149169 0.0140081042
1700030432.95337 -8.992686 5.222305 0.123412 -0.005631 0.020943 0.761544 0.647750 0.0000659249 -0.0000012570 -0.0000109936 0.0000719805 0.0000184754 0.0005757700 0.0296739423 0.0236085370 0.0038457616 0.0448804988 0.0004812725 0.0139715507
1700030433.02058 -8.998493 5.270529 0.141240 -0.000040 0.024580 0.762652 0.646342 0.0000660728 -0.0000011602 -0.0000091878 0.0000728559 0.0000244298 0.0005766478 0.0299355189 0.0238969199 0.0038484107 0.0451355874 0.0004675970 0.0140223219
1700030433.08779 -9.012806 5.327255 0.124077 -0.011327 0.021694 0.761409 0.647809 0.0000657703 -0.0000020965 -0.0000154618 0.0000701613 0.0000145127 0.0005733616 0.0301693314 0.0241591555 0.0038337923 0.0451241487 0.0005011794 0.0139765335
1700030433.15501 -9.031647 5.372007 0.126892 -0.013873 0.017516 0.763282 0.645679 0.0000656682 -0.0000020770 -0.0000156101 0.0000686227 0.0000102178 0.0005722892 0.0304571009 0.0244050132 0.0038313060 0.0452161041 0.0004966379 0.0140160612
1700030433.22223 -9.033941 5.413291 0.145436 -0.016721 0.007616 0.761368 0.648059 0.0000656259 -0.0000015952 -0.0000110634 0.0000678725 0.0000002776 0.0005716956 0.0306621650 0.0246049095 0.0038358326 0.0453130492 0.0005021118 0.0140277517
1700030433.28946 -9.037538 5.452417 0.140225 -0.008308 0.005127 0.757619 0.652624 0.0000653611 -0.0000017339 -0.0000016412 0.0000675148 0.0000042230 0.0005723005 0.0308648406 0.0247322837 0.0038412463 0.0452263851 0.0004968917 0.0140388138
1700030433.35670 -9.046953 5.492660 0.128675 -0.011171 0.005955 0.755097 0.655491 0.0000643776 -0.0000014977 -0.0000053535 0.0000672014 0.0000035229 0.0005725910 0.0311054528 0.0249396088 0.0038376744 0.0453088292 0.0005055092 0.0140610792
1700030433.42352 -9.047094 5.548605 0.120027 -0.009017 0.010812 0.752396 0.658561 0.0000629115 -0.0000013653 -0.0000054483 0.0000663163 0.0000065463 0.0005694233 0.0313250920 0.0251324093 0.0038322609 0.0453385641 0.0005136929 0.0140698215
1700030433.49063 -9.048976 5.595175 0.126663 -0.002328 0.013851 0.749641 0.661696 0.0000621171 -0.0000012381 -0.0000036973 0.0000664356 0.0000149788 0.0005673668 0.0316416142 0.0253572046 0.0038338376 0.0453059802 0.0005100143 0.0140931801
1700030433.55775 -9.064006 5.632633 0.134868 -0.004623 0.025003 0.749302 0.661740 0.0000621254 -0.0000016569 -0.0000133850 0.0000668166 0.0000219742 0.0005653879 0.0318951395 0.0255579503 0.0038400489 0.0453458279 0.0005036078 0.0141150595
1700030433.62488 -9.073118 5.675706 0.137722 0.002956 0.026178 0.751734 0.658940 0.0000616930 -0.0000014416 -0.0000079787 0.0000672912 0.0000276679 0.0005648209 0.0320631714 0.0257366238 0.0038435315 0.0455074571 0.0005011509 0.0141362559
1700030433.69202 -9.085220 5.724871 0.135809 -0.006407 0.022300 0.752121 0.658617 0.0000615759 -0.0000016017 -0.0000128425 0.0000658228 0.0000193702 0.0005653696 0.0323419900 0.0259723010 0.0038408099 0.0455905993 0.0005083965 0.0141623495
1700030433.75917 -9.101420 5.773833 0.130349 -0.012593 0.017019 0.753562 0.657036 0.0000614385 -0.0000013378 -0.0000143188 0.0000649875 0.0000098276 0.0005659950 0.0326554604 0.0262385027 0.0038436688 0.0457001128 0.0005091494 0.0141947705
1700030433.82632 -9.105398 5.814889 0.140771 -0.014637 0.011449 0.752506 0.658323 0.0000612370 -0.0000011360 -0.0000122101 0.0000647485 0.0000047421 0.0005665185 0.0328910590 0.0264321656 0.0038485090 0.0457753987 0.0005040447 0.0142192888
1700030433.89350 -9.105918 5.853075 0.147497 -0.003869 0.009377 0.749745 0.661650 0.0000607443 -0.0000013166 -0.0000024299 0.0000643284 0.0000104054 0.0005640869 0.0330788429 0.0265532218 0.0038494790 0.0457234721 0.0005007920 0.0142264125
1700030433.96068 -9.115149 5.893318 0.143366 -0.009103 0.007319 0.746727 0.665028 0.0000605288 -0.0000013058 -0.0000047421 0.0000640737 0.0000057852 0.0005638529 0.0333389153 0.0267483053 0.0038497416 0.0457501668 0.0005020559 0.0142481901
1700030434.02787 -9.117935 5.940861 0.136298 -0.008443 0.008644 0.744362 0.667667 0.0000603635 -0.0000013005 -0.0000053899 0.0000640503 0.0000060829 0.0005641442 0.0335984495 0.0269584992 0.0038493449 0.0458247595 0.0005050648 0.0142728284
1700030434.09507 -9.118016 5.989098 0.138317 -0.003223 0.015244 0.741156 0.671152 0.0000601670 -0.0000013796 -0.0000059001 0.0000641887 0.0000147647 0.0005636115 0.0339051387 0.0271679264 0.0038513666 0.0458051954 0.0005071978 0.0142943809
1700030434.16228 -9.126246 6.033751 0.138236 -0.004379 0.027008 0.739987 0.672064 0.0000603646 -0.0000019243 -0.0000141503 0.0000645979 0.0000228791 0.0005618642 0.0341823273 0.0273721103 0.0038557477 0.0458385061 0.0005022312 0.0143182006
1700030434.22950 -9.137017 6.073979 0.145153 -0.000174 0.027129 0.741229 0.670703 0.0000600376 -0.0000018553 -0.0000116095 0.0000646842 0.0000260588 0.0005613988 0.0344288477 0.0275756899 0.0038564371 0.0459288268 0.0005052019 0.0143409643
1700030434.29674 -9.154699 6.110463 0.144533 -0.005748 0.029372 0.742920 0.668711 0.0000600725 -0.0000021116 -0.0000167652 0.0000640058 0.0000238167 0.0005590590 0.0346765473 0.0277898039 0.0038579803 0.0460455200 0.0005033800 0.0143678113
1700030434.36398 -9.169525 6.162523 0.133629 -0.018863 0.026925 0.743960 0.667415 0.0000605240 -0.0000019718 -0.0000249816 0.0000629702 0.0000131730 0.0005591497 0.0349165256 0.0280175686 0.0038579755 0.0462191042 0.0005066423 0.0143976348
1700030434.43098 -9.175923 6.206216 0.139276 -0.019201 0.017354 0.744117 0.667547 0.0000598084 -0.0000014967 -0.0000192001 0.0000622770 0.0000057407 0.0005593958 0.0351990791 0.0282356813 0.0038595149 0.0462824916 0.0005086631 0.0144224951
1700030434.49775 -9.178909 6.245234 0.146695 -0.011547 0.009766 0.742450 0.669731 0.0000590118 -0.0000014008 -0.0000085103 0.0000620193 0.0000054612 0.0005596118 0.0354321651 0.0283859580 0.0038643772 0.0462601174 0.0005047239 0.0144370217
1700030434.56453 -9.182738 6.287840 0.146904 -0.011992 0.009781 0.738387 0.674199 0.0000588533 -0.0000014276 -0.0000089575 0.0000619149 0.0000048083 0.0005593114 0.0357043673 0.0285873240 0.0038655936 0.0463083500 0.0005042238 0.0144608144
1700030434.63132 -9.187297 6.333001 0.141862 -0.013905 0.009043 0.736084 0.676687 0.0000587885 -0.0000014189 -0.0000097273 0.0000618431 0.0000030932 0.0005590505 0.0359859728 0.0287861257 0.0038650970 0.0463351189 0.0005062487 0.0144838677
1700030434.69811 -9.187278 6.383164 0.137771 -0.009289 0.017462 0.733351 0.679562 0.0000587170 -0.0000016445 -0.0000120663 0.0000620231 0.0000124874 0.0005581802 0.0363036216 0.0289896622 0.0038656460 0.0463140539 0.0005080955 0.0145077998
1700030434.76490 -9.190845 6.429851 0.141730 -0.007537 0.015783 0.728831 0.684471 0.0000588146 -0.0000016387 -0.0000096010 0.0000619089 0.0000124220 0.0005583190 0.0366255167 0.0292160028 0.0038699598 0.0463560660 0.0005046703 0.0145382004
1700030434.83170 -9.196700 6.475741 0.150056 -0.011640 0.024520 0.732834 0.679866 0.0000593331 -0.0000019627 -0.0000188494 0.0000621183 0.0000157274 0.0005574743 0.0369205587 0.0294370883 0.0038725197 0.0464357336 0.0005040664 0.0145653300
1700030434.89851 -9.207982 6.522624 0.150654 -0.009725 0.028030 0.744974 0.666433 0.0000593968 -0.0000020717 -0.0000189268 0.0000625189 0.0000201248 0.0005571646 0.0371937104 0.0296416445 0.0038760817 0.0465043418 0.0005011172 0.0145893002
1700030434.96533 -9.218143 6.573905 0.147685 -0.010927 0.024241 0.746312 0.665065 0.0000593988 -0.0000018541 -0.0000170522 0.0000621340 0.0000165236 0.0005566302 0.0375191527 0.0298955570 0.0038769895 0.0466123773 0.0005038519 0.0146244490
1700030435.03215 -9.226334 6.628921 0.141845 -0.012141 0.024040 0.745585 0.665866 0.0000596478 -0.0000018560 -0.0000176322 0.0000620726 0.0000155805 0.0005569363 0.0378711447 0.0301428575 0.0038790388 0.0466684756 0.0005056137 0.0146571868
1700030435.09898 -9.229036 6.669579 0.149141 -0.009657 0.014544 0.742237 0.669910 0.0000591097 -0.0000017778 -0.0000098644 0.0000614409 0.0000103332 0.0005572166 0.0382047935 0.0303609748 0.0038810744 0.0466749992 0.0005059090 0.0146854668
1700030435.16582 -9.231941 6.714133 0.153603 -0.006065 0.011200 0.738214 0.674447 0.0000591566 -0.0000017211 -0.0000051442 0.0000613829 0.0000101056 0.0005575201 0.0384808729 0.0305416896 0.0038837240 0.0466916043 0.0005044548 0.0147074273
1700030435.23266 -9.235492 6.763454 0.151550 -0.004995 0.010519 0.736307 0.676548 0.0000586211 -0.0000018948 -0.0000044078 0.0000613365 0.0000104105 0.0005568705 0.0388004941 0.0307477087 0.0038844909 0.0467038839 0.0005022668 0.0147334489
1700030435.29951 -9.234556 6.823192 0.143967 -0.000693 0.020096 0.733056 0.679871 0.0000587541 -0.0000021192 -0.0000074626 0.0000616663 0.0000202785 0.0005555155 0.0391758208 0.0309775859 0.0038861209 0.0466873756 0.0005032797 0.0147625228
1700030435.36636 -9.241741 6.867163 0.158227 -0.003608 0.021533 0.730912 0.682122 0.0000590712 -0.0000022971 -0.0000118896 0.0000615362 0.0000195435 0.0005552223 0.0395901118 0.0312545295 0.0038884769 0.0467392344 0.0005048875 0.0148003121
1700030435.43313 -9.249263 6.918947 0.163720 -0.002374 0.023825 0.731130 0.681818 0.0000586472 -0.0000020896 -0.0000110500 0.0000616342 0.0000221905 0.0005547593 0.0398079773 0.0314146856 0.0038966546 0.0468023111 0.0004968839 0.0148178069
1700030435.50007 -9.251880 6.976095 0.163673 -0.000959 0.027376 0.736694 0.675671 0.0000580564 -0.0000018769 -0.0000125354 0.0000616811 0.0000244975 0.0005538686 0.0402021099 0.0316920532 0.0038987076 0.0468880978 0.0005026013 0.0148553405
1700030435.56726 -9.255884 7.037774 0.163212 -0.007308 0.027709 0.748219 0.662833 0.0000573479 -0.0000017072 -0.0000166754 0.0000611612 0.0000203258 0.0005519582 0.0406272629 0.0319583316 0.0039005787 0.0469172477 0.0005034564 0.0148988935
1700030435.63446 -9.274904 7.094770 0.151408 -0.007339 0.027260 0.758621 0.650921 0.0000571555 -0.0000015465 -0.0000164275 0.0000612565 0.0000209334 0.0005514437 0.0410768755 0.0322263268 0.0039055059 0.0469110933 0.0005005549 0.0149361308
1700030435.70167 -9.274182 7.147822 0.166327 -0.000331 0.016932 0.763961 0.645040 0.0000564863 -0.0000010214 -0.0000040475 0.0000607146 0.0000188414 0.0005515712 0.0413869091 0.0324880179 0.0039064423 0.0470909233 0.0005027043 0.0149742306
1700030435.76888 -9.283620 7.195942 0.179731 0.002285 0.013096 0.771241 0.636405 0.0000563297 -0.0000006772 0.0000001708 0.0000607593 0.0000167735 0.0005519587 0.0418019922 0.0327175738 0.0039117262 0.0470611272 0.0005005002 0.0150114277
1700030435.83610 -9.296550 7.245063 0.181851 0.006556 0.012982 0.774155 0.632829 0.0000562440 -0.0000004037 0.0000036787 0.0000610793 0.0000196470 0.0005519206 0.0421528220 0.0329481908 0.0039166905 0.0471222621 0.0004958168 0.0150458941
1700030435.90332 -9.308549 7.303750 0.190089 0.005746 0.026241 0.776075 0.630069 0.0000562761 -0.0000007901 -0.0000056407 0.0000621434 0.0000286058 0.0005509748 0.0425658967 0.0332433513 0.0039184972 0.0472488834 0.0004962384 0.0150897958
1700030435.97056 -9.310155 7.367638 0.202684 -0.002152 0.025420 0.776640 0.629428 0.0000563266 -0.0000009622 -0.0000122993 0.0000614764 0.0000231789 0.0005508295 0.0429673352 0.0335435843 0.0039272677 0.0474062149 0.0004851982 0.0151365372
1700030436.03780 -9.315675 7.426604 0.194222 -0.005146 0.027213 0.781503 0.623286 0.0000565807 -0.0000012165 -0.0000156519 0.0000611304 0.0000241069 0.0005501268 0.0434129008 0.0337724783 0.0039423765 0.0473683666 0.0004769703 0.0151855410
1700030436.10504 -9.335303 7.478917 0.181424 -0.004650 0.029132 0.786380 0.617038 0.0000562180 -0.0000011759 -0.0000142816 0.0000605323 0.0000237829 0.0005488860 0.0438430403 0.0340535340 0.0039309521 0.0474154842 0.0004886943 0.0152170487
1700030436.17229 -9.358167 7.532585 0.181407 -0.011901 0.023422 0.791373 0.610769 0.0000564269 -0.0000008650 -0.0000165110 0.0000599465 0.0000156764 0.0005496477 0.0442664714 0.0344200572 0.0039323573 0.0477176806 0.0004916773 0.0152795230
1700030436.23955 -9.387911 7.576547 0.179480 -0.012540 0.021693 0.795896 0.604914 0.0000563739 -0.0000008092 -0.0000171066 0.0000596302 0.0000141542 0.0005495620 0.0446786442 0.0347173072 0.0039368364 0.0478537279 0.0004913629 0.0153229948
1700030436.30681 -9.400538 7.616331 0.187810 -0.004308 0.013837 0.797247 0.603479 0.0000559855 -0.0000006173 -0.0000041876 0.0000595045 0.0000118216 0.0005502977 0.0449344026 0.0349635251 0.0039394416 0.0480763987 0.0004892244 0.0153601291
1700030436.37408 -9.409039 7.664352 0.196185 -0.000995 0.009160 0.797991 0.602599 0.0000556792 -0.0000003962 0.0000002170 0.0000592225 0.0000113939 0.0005498236 0.0452435286 0.0351773268 0.0039422152 0.0481751331 0.0004877566 0.0153959418
1700030436.44136 -9.425539 7.711665 0.195092 0.001594 0.006946 0.800134 0.599779 0.0000556114 -0.0000002126 0.0000037770 0.0000592188 0.0000116355 0.0005498275 0.0456472426 0.0354190104 0.0039461781 0.0482204884 0.0004857380 0.0154372022
1700030436.50817 -9.445395 7.763191 0.190069 0.002605 0.016763 0.799667 0.600204 0.0000557610 -0.0000002270 -0.0000021037 0.0000597506 0.0000192203 0.0005496061 0.0460843423 0.0357044250 0.0039595984 0.0483657955 0.0004765273 0.0155003528
1700030436.57451 -9.457699 7.820641 0.192269 -0.006267 0.016316 0.796899 0.603859 0.0000556049 -0.0000004740 -0.0000077963 0.0000592103 0.0000136565 0.0005496536 0.0464460633 0.0360270185 0.0039506672 0.0485845929 0.0004877580 0.0155336731
1700030436.64085 -9.476290 7.872592 0.194011 -0.005978 0.025473 0.797927 0.602186 0.0000558532 -0.0000007698 -0.0000127267 0.0000597202 0.0000214685 0.0005491095 0.0468938882 0.0362858735 0.0039659159 0.0486573738 0.0004762309 0.0155889808
1700030436.70718 -9.495948 7.915586 0.197111 0.003455 0.030476 0.799183 0.600305 0.0000556873 -0.0000007527 -0.0000097079 0.0000605644 0.0000298730 0.0005481277 0.0472941912 0.0366058300 0.0039572782 0.0488316209 0.0004880132 0.0156329379
